governor.position,governor.word,governor.tag,governor.category,governors.parent.category,conjunction.word,conjunction.tag,coordination.category,coordinations.parent.category,antecedent.category,no.conjuncts,L.conjunct,L.category,L.head.word,L.head.tag,L.head.category,L.words,L.tokens,L.syllables,L.chars,R.conjunct,R.category,R.head.word,R.head.tag,R.head.category,R.words,R.tokens,R.syllables,R.chars,sentence,sent_id,double.governor
0,,,,,natomiast,conj,zdanie,wypowiedzenie,,2,Przy obliczaniu zachowku nie uwzględnia się zapisów i poleceń,zdanie,uwzględnia,fin:sg:ter:imperf,formaczas,9,9,20,61,"dolicza się do spadku, stosownie do przepisów poniższych, darowizny uczynione przez spadkodawcę",zdanie,dolicza,fin:sg:ter:imperf,formaczas,12,14,30,95,"Przy obliczaniu zachowku nie uwzględnia się zapisów i poleceń, natomiast dolicza się do spadku, stosownie do przepisów poniższych, darowizny uczynione przez spadkodawcę.",NKJP_1M_6101000045/morph_1-p/morph_1.61-s,
L,uwzględnia,fin:sg:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,zapisów,fno,zapisów,subst:pl:gen:m3,formarzecz,1,1,3,7,poleceń,fno,poleceń,subst:pl:gen:n,formarzecz,1,1,3,7,"Przy obliczaniu zachowku nie uwzględnia się zapisów i poleceń, natomiast dolicza się do spadku, stosownie do przepisów poniższych, darowizny uczynione przez spadkodawcę.",NKJP_1M_6101000045/morph_1-p/morph_1.61-s,
L,że,comp,spójnik,fzd,i,conj,fwe,ff,fzd,3,"wjechał na zatoczkę autobusową, tuż przy przejściu dla pieszych, chcąc wyprzedzić z prawej strony jadące przed nim samochody",fwe,wjechał,praet:sg:m1:perf,formaczas,18,20,36,124,wjechał na chodnik,fwe,wjechał,praet:sg:m1:perf,formaczas,3,3,5,18,"Świadkowie twierdzą, że Norbert S. wjechał na zatoczkę autobusową, tuż przy przejściu dla pieszych, chcąc wyprzedzić z prawej strony jadące przed nim samochody, stracił panowanie nad kierownicą i wjechał na chodnik.",NKJP_1M_1305000000426/morph_1-p/morph_1.37-s,
L,O,prep:loc,przyimek,fpm,i,conj,fno,fpm,fpm,2,napadzie,fno,napadzie,subst:sg:loc:m3,formarzecz,1,1,3,8,kradzieży,fno,kradzieży,subst:sg:loc:f,formarzecz,1,1,3,9,"O napadzie i kradzieży zawiadomił policję sam poszkodowany, pracownik jednej z katowickich firm dealerskich.",NKJP_1M_1305000001551/morph_1-p/morph_1.16-s,
L,o,prep:loc,przyimek,fpm,i,conj,fno,fpm,fpm,2,ABW,fno,ABW,subst:sg:loc:f,formarzecz,1,1,3,3,AW,fno,AW,subst:sg:loc:f,formarzecz,1,1,2,2,"Politycy opozycji poinformowali również, że zamierzają złożyć do Trybunału Konstytucyjnego wniosek w sprawie niekonstytucyjności ustawy o ABW i AW.",NKJP_1M_1305000000133/morph_1-p/morph_1.21-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Po lesie przebiega złowrogi poszum,zdanie,przebiega,fin:sg:ter:imperf,formaczas,5,5,11,34,"spokojne dotąd jezioro pokrywa się ""barankami""",zdanie,pokrywa,fin:sg:ter:imperf,formaczas,6,8,16,46,"Po lesie przebiega złowrogi poszum, spokojne dotąd jezioro pokrywa się ""barankami"".",NKJP_1M_1202900101/morph_3-p/morph_3.58-s,
R,kierunkiem,subst:sg:inst:m3,formarzecz,fno,i,conj,fpt,fno,fno,2,Ważnym,fpt,Ważnym,adj:sg:inst:m3:pos,formaprzym,1,1,2,6,cennym,fpt,cennym,adj:sg:inst:m3:pos,formaprzym,1,1,2,6,Ważnym i cennym kierunkiem pracy tego SKKT jest przygotowywanie pomocy naukowych dla szkoły z zakresu geografii.,NKJP_1M_1202900101/morph_2-p/morph_2.54-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Minęły lata,zdanie,Minęły,praet:pl:m3:perf,formaczas,2,2,5,11,"dziś nikt już nie uważa, że w nazwie ""Łemko"" pobrzmiewa ironiczna nuta",zdanie,uważa,fin:sg:ter:imperf,formaczas,12,15,22,70,"Minęły lata i dziś nikt już nie uważa, że w nazwie ""Łemko"" pobrzmiewa ironiczna nuta.",NKJP_1M_1202900026/morph_5-p/morph_5.49-s,
0,,,,,i,conj,fwe,ff,,2,była,fwe,była,praet:sg:f:imperf,formaczas,1,1,2,4,pozostała,fwe,pozostała,praet:sg:f:perf,formaczas,1,1,4,9,Cała rodzina była i pozostała łemkowska.,NKJP_1M_1202900026/morph_5-p/morph_5.30-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Było ciemno,zdanie,Było,praet:sg:n:imperf,formaczas,2,2,4,11,płonęły znicze,zdanie,płonęły,praet:pl:m3:imperf,formaczas,2,2,5,14,"Było ciemno, płonęły znicze.",NKJP_1M_1202900001009/morph_7-p/morph_7.42-s,
L,pozie,subst:sg:loc:f,formarzecz,fno,lub,conj,fno,fno,fno,2,modlitwy,fno,modlitwy,subst:sg:gen:f,formarzecz,1,1,3,8,zadumy,fno,zadumy,subst:sg:gen:f,formarzecz,1,1,3,6,Fotoreporterzy utrwalili polityka w pozie modlitwy lub zadumy nad grobem dziewczynki.,NKJP_1M_1202900001009/morph_7-p/morph_7.54-s,
L,do,prep:gen,przyimek,fpm,i,conj,fno,fpm,fpm,3,szkół,fno,szkół,subst:pl:gen:f,formarzecz,1,1,1,5,poradni pedagogicznych,fno,poradni,subst:pl:gen:f,formarzecz,2,2,8,22,"Ostatecznie nic z tego nie wyszło, ale ministerstwo w specjalnym piśmie przekazanym stowarzyszeniu rekomendowało metodę do szkół, przedszkoli i poradni pedagogicznych oraz wspierało tworzenie specjalizacji kinezjologicznej na uczelniach.",NKJP_1M_1202900001009/morph_5-p/morph_5.65-s,
0,,,,,ale,conj,zdanie,wypowiedzenie,,2,Ostatecznie nic z tego nie wyszło,zdanie,wyszło,praet:sg:n:perf,formaczas,6,6,11,33,"ministerstwo w specjalnym piśmie przekazanym stowarzyszeniu rekomendowało metodę do szkół, przedszkoli i poradni pedagogicznych oraz wspierało tworzenie specjalizacji kinezjologicznej na uczelniach",zdanie,oraz,conj,spójnik,21,22,65,197,"Ostatecznie nic z tego nie wyszło, ale ministerstwo w specjalnym piśmie przekazanym stowarzyszeniu rekomendowało metodę do szkół, przedszkoli i poradni pedagogicznych oraz wspierało tworzenie specjalizacji kinezjologicznej na uczelniach.",NKJP_1M_1202900001009/morph_5-p/morph_5.65-s,
L,ale,conj,spójnik,zdanie,oraz,conj,fwe,ff,zdanie,2,"rekomendowało metodę do szkół, przedszkoli i poradni pedagogicznych",fwe,rekomendowało,praet:sg:n:imperf,formaczas,8,9,23,67,wspierało tworzenie specjalizacji kinezjologicznej na uczelniach,fwe,wspierało,praet:sg:n:imperf,formaczas,6,6,21,64,"Ostatecznie nic z tego nie wyszło, ale ministerstwo w specjalnym piśmie przekazanym stowarzyszeniu rekomendowało metodę do szkół, przedszkoli i poradni pedagogicznych oraz wspierało tworzenie specjalizacji kinezjologicznej na uczelniach.",NKJP_1M_1202900001009/morph_5-p/morph_5.65-s,
L,W,prep:loc:nwok,przyimek,fpm,i,conj,fno,fpm,fpm,2,Łowiczu,fno,Łowiczu,subst:sg:loc:m3,formarzecz,1,1,3,7,Rawie Mazowieckiej,fno,Rawie,subst:sg:loc:f,formarzecz,2,2,6,18,"W Łowiczu i Rawie Mazowieckiej trwają przygotowania - poinformowała nas Zenona Czarnecka, wiceprzewodnicząca Ogólnopolskiego Związku Zawodowego Pielęgniarek i Położnych Regionu Łódzkiego.",NKJP_1M_1305000001038/morph_1-p/morph_1.23-s,
L,Związku,subst:sg:gen:m3,formarzecz,fno,i,conj,fno,fno,fno,2,Pielęgniarek,fno,Pielęgniarek,subst:pl:gen:f,formarzecz,1,1,4,12,Położnych,fno,Położnych,subst:pl:gen:f,formarzecz,1,1,3,9,"W Łowiczu i Rawie Mazowieckiej trwają przygotowania - poinformowała nas Zenona Czarnecka, wiceprzewodnicząca Ogólnopolskiego Związku Zawodowego Pielęgniarek i Położnych Regionu Łódzkiego.",NKJP_1M_1305000001038/morph_1-p/morph_1.23-s,
L,departamentów,subst:pl:gen:m3,formarzecz,fno,i,conj,fno,fno,fno,3,kultury,fno,kultury,subst:sg:gen:f,formarzecz,1,1,3,7,opieki społecznej,fno,opieki,subst:sg:gen:f,formarzecz,2,2,6,17,"Na czele delegacji, w której składzie są przedstawiciele departamentów kultury, pracy i opieki społecznej, biura spraw zagranicznych oraz wiceprezydenci miast Nanhai i Zhongzhan, wicegubernator Zhong Qiquan.",NKJP_1M_1305000001994/morph_1-p/morph_1.45-s,
L,przedstawiciele,subst:pl:nom:m1,formarzecz,fno,",",interp,fno,fno,fno,2,"departamentów kultury, pracy i opieki społecznej",fno,departamentów,subst:pl:gen:m3,formarzecz,6,7,17,48,biura spraw zagranicznych,fno,biura,subst:sg:gen:n,formarzecz,3,3,7,25,"Na czele delegacji, w której składzie są przedstawiciele departamentów kultury, pracy i opieki społecznej, biura spraw zagranicznych oraz wiceprezydenci miast Nanhai i Zhongzhan, wicegubernator Zhong Qiquan.",NKJP_1M_1305000001994/morph_1-p/morph_1.45-s,
L,miast,subst:pl:gen:n,formarzecz,fno,i,conj,fno,fno,fno,2,Nanhai,fno,Nanhai,subst:sg:nom:n,formarzecz,1,1,3,6,Zhongzhan,fno,Zhongzhan,subst:sg:nom:n,formarzecz,1,1,2,9,"Na czele delegacji, w której składzie są przedstawiciele departamentów kultury, pracy i opieki społecznej, biura spraw zagranicznych oraz wiceprezydenci miast Nanhai i Zhongzhan, wicegubernator Zhong Qiquan.",NKJP_1M_1305000001994/morph_1-p/morph_1.45-s,
L,są,fin:pl:ter:imperf,formaczas,fwe,oraz,conj,fno,fw,zdanie,2,"przedstawiciele departamentów kultury, pracy i opieki społecznej, biura spraw zagranicznych",fno,przedstawiciele,subst:pl:nom:m1,formarzecz,10,12,29,91,wiceprezydenci miast Nanhai i Zhongzhan,fno,wiceprezydenci,subst:pl:nom:m1,formarzecz,5,5,13,39,"Na czele delegacji, w której składzie są przedstawiciele departamentów kultury, pracy i opieki społecznej, biura spraw zagranicznych oraz wiceprezydenci miast Nanhai i Zhongzhan, wicegubernator Zhong Qiquan.",NKJP_1M_1305000001994/morph_1-p/morph_1.45-s,
L,o,prep:loc,przyimek,fpm,i,conj,fno,fpm,fpm,2,miłym uśmiechu,fno,uśmiechu,subst:sg:loc:m3,formarzecz,2,2,5,14,"lekko zachrypniętym, cichym głosie",fno,głosie,subst:sg:loc:m3,formarzecz,4,5,10,34,"Była wysoką, tęgą kobietą o miłym uśmiechu i lekko zachrypniętym, cichym głosie.",NKJP_1M_3302000004/morph_7-p/morph_7.33-s,
R,głosie,subst:sg:loc:m3,formarzecz,fno,",",interp,fpt,fno,fno,2,lekko zachrypniętym,fpt,zachrypniętym,ppas:sg:loc:m3:perf:aff,formaprzym,2,2,6,19,cichym,fpt,cichym,adj:sg:loc:m3:pos,formaprzym,1,1,2,6,"Była wysoką, tęgą kobietą o miłym uśmiechu i lekko zachrypniętym, cichym głosie.",NKJP_1M_3302000004/morph_7-p/morph_7.33-s,
R,kobietą,subst:sg:inst:f,formarzecz,fno,",",interp,fpt,fno,fno,2,wysoką,fpt,wysoką,adj:sg:inst:f:pos,formaprzym,1,1,3,6,tęgą,fpt,tęgą,adj:sg:inst:f:pos,formaprzym,1,1,2,4,"Była wysoką, tęgą kobietą o miłym uśmiechu i lekko zachrypniętym, cichym głosie.",NKJP_1M_3302000004/morph_7-p/morph_7.33-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,"Tak, tak, to jest możliwe",zdanie,jest,fin:sg:ter:imperf,formaczas,5,7,7,25,"trzeba jedynie odwołać się do wyobraźni i wyjść poza rutynowe, oczywiste i najłatwiej nasuwające się sposoby",zdanie,trzeba,pred,formaczas,16,17,38,108,"Tak, tak, to jest możliwe, trzeba jedynie odwołać się do wyobraźni i wyjść poza rutynowe, oczywiste i najłatwiej nasuwające się sposoby.",NKJP_1M_3302000004/morph_9-p/morph_9.47-s,
L,trzeba,pred,formaczas,fwe,i,conj,fwe,fw,zdanie,2,odwołać się do wyobraźni,fwe,odwołać,inf:perf,formaczas,4,4,8,24,"wyjść poza rutynowe, oczywiste i najłatwiej nasuwające się sposoby",fwe,wyjść,inf:perf,formaczas,9,10,24,66,"Tak, tak, to jest możliwe, trzeba jedynie odwołać się do wyobraźni i wyjść poza rutynowe, oczywiste i najłatwiej nasuwające się sposoby.",NKJP_1M_3302000004/morph_9-p/morph_9.47-s,
R,jest,fin:sg:ter:imperf,formaczas,fwe,",",interp,fps,fl,zdanie,2,Tak,fps,Tak,padv,formaprzys,1,1,1,3,tak,fps,tak,padv,formaprzys,1,1,1,3,"Tak, tak, to jest możliwe, trzeba jedynie odwołać się do wyobraźni i wyjść poza rutynowe, oczywiste i najłatwiej nasuwające się sposoby.",NKJP_1M_3302000004/morph_9-p/morph_9.47-s,
R,sposoby,subst:pl:acc:m3,formarzecz,fno,i,conj,fpt,fno,fno,3,rutynowe,fpt,rutynowe,adj:pl:acc:m3:pos,formaprzym,1,1,4,8,najłatwiej nasuwające się,fpt,nasuwające,pact:pl:acc:m3:imperf:aff,formaprzym,3,3,9,25,"Tak, tak, to jest możliwe, trzeba jedynie odwołać się do wyobraźni i wyjść poza rutynowe, oczywiste i najłatwiej nasuwające się sposoby.",NKJP_1M_3302000004/morph_9-p/morph_9.47-s,
L,są,fin:pl:ter:imperf,formaczas,fwe,",",interp,fno,fno,zdanie,2,przejawy,fno,przejawy,subst:pl:nom:m3,formarzecz,1,1,3,8,formy,fno,formy,subst:pl:nom:f,formarzecz,1,1,2,5,"Jakie są przejawy, formy przemocy stosowanej przez skinów?",NKJP_1M_3302000004/morph_3-p/morph_3.10-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Projekty jej swetrów były szybko kopiowane,zdanie,były,praet:pl:m3:imperf,formaczas,6,6,14,42,Barbara odniosła w tamtych latach duży sukces,zdanie,odniosła,praet:sg:f:perf,formaczas,7,7,15,45,Projekty jej swetrów były szybko kopiowane i Barbara odniosła w tamtych latach duży sukces.,NKJP_1M_3302000004/morph_8-p/morph_8.69-s,
L,Dziergała,praet:sg:f:imperf,formaczas,fwe,lub,conj,fwe,fl,zdanie,2,czytając przy tym trudne książki,fwe,czytając,pcon:imperf,formaczas,5,5,9,32,oglądając filmy,fwe,oglądając,pcon:imperf,formaczas,2,2,6,15,"Dziergała je błyskawicznie, czytając przy tym trudne książki lub oglądając filmy.",NKJP_1M_3302000004/morph_8-p/morph_8.54-s,
L,liściach,subst:pl:loc:m3,formarzecz,fno,i,conj,fno,fno,fno,2,topoli,fno,topoli,subst:pl:gen:f,formarzecz,1,1,3,6,lip,fno,lip,subst:pl:gen:f,formarzecz,1,1,1,3,"W czasie deszczu wokół neonów tworzyły się wielkie aureole; niekiedy odrywały się od źródła światła i wędrowały samotnie między budynkami, zaplątywały w liściach topoli i lip, podobne do rzadkich, tropikalnych owoców.",NKJP_1M_2002000182/morph_4-p/morph_4.36-s,
R,owoców,subst:pl:gen:m3,formarzecz,fno,",",interp,fpt,fno,fno,2,rzadkich,fpt,rzadkich,adj:pl:gen:m3:pos,formaprzym,1,1,2,8,tropikalnych,fpt,tropikalnych,adj:pl:gen:m3:pos,formaprzym,1,1,4,12,"W czasie deszczu wokół neonów tworzyły się wielkie aureole; niekiedy odrywały się od źródła światła i wędrowały samotnie między budynkami, zaplątywały w liściach topoli i lip, podobne do rzadkich, tropikalnych owoców.",NKJP_1M_2002000182/morph_4-p/morph_4.36-s,
R,",",interp,spójnik,zdanie,i,conj,zdanie,zdanie,zdanie,2,niekiedy odrywały się od źródła światła,zdanie,odrywały,praet:pl:f:imperf,formaczas,6,6,13,39,wędrowały samotnie między budynkami,zdanie,wędrowały,praet:pl:f:imperf,formaczas,4,4,13,35,"W czasie deszczu wokół neonów tworzyły się wielkie aureole; niekiedy odrywały się od źródła światła i wędrowały samotnie między budynkami, zaplątywały w liściach topoli i lip, podobne do rzadkich, tropikalnych owoców.",NKJP_1M_2002000182/morph_4-p/morph_4.36-s,
L,;,interp,spójnik,zdanie,",",interp,zdanie,zdanie,zdanie,2,niekiedy odrywały się od źródła światła i wędrowały samotnie między budynkami,zdanie,i,conj,spójnik,11,11,27,77,"zaplątywały w liściach topoli i lip, podobne do rzadkich, tropikalnych owoców",zdanie,zaplątywały,praet:pl:f:imperf,formaczas,11,13,26,77,"W czasie deszczu wokół neonów tworzyły się wielkie aureole; niekiedy odrywały się od źródła światła i wędrowały samotnie między budynkami, zaplątywały w liściach topoli i lip, podobne do rzadkich, tropikalnych owoców.",NKJP_1M_2002000182/morph_4-p/morph_4.36-s,
0,,,,,;,interp,zdanie,wypowiedzenie,,2,W czasie deszczu wokół neonów tworzyły się wielkie aureole,zdanie,tworzyły,praet:pl:f:imperf,formaczas,9,9,20,58,"niekiedy odrywały się od źródła światła i wędrowały samotnie między budynkami, zaplątywały w liściach topoli i lip, podobne do rzadkich, tropikalnych owoców",zdanie,",",interp,spójnik,22,25,53,156,"W czasie deszczu wokół neonów tworzyły się wielkie aureole; niekiedy odrywały się od źródła światła i wędrowały samotnie między budynkami, zaplątywały w liściach topoli i lip, podobne do rzadkich, tropikalnych owoców.",NKJP_1M_2002000182/morph_4-p/morph_4.36-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Myliliśmy je z kulistymi piorunami,zdanie,Mylili~śmy,praet:pl:m1:imperf~aglt:pl:pri:imperf:nwok,formaczas,5,6,14,34,"z bezpiecznego miejsca obserwowaliśmy, gdzie uderzą",zdanie,obserwowali~śmy,praet:pl:m1:imperf~aglt:pl:pri:imperf:nwok,formaczas,6,8,17,51,"Myliliśmy je z kulistymi piorunami i z bezpiecznego miejsca obserwowaliśmy, gdzie uderzą.",NKJP_1M_2002000182/morph_4-p/morph_4.52-s,
L,koszeniu,ger:sg:loc:n:imperf:aff,formarzecz,fno,lub,conj,fno,fw,fno,2,trawy,fno,trawy,subst:sg:gen:f,formarzecz,1,1,2,5,zboża,fno,zboża,subst:sg:gen:n,formarzecz,1,1,2,5,"Żmije w Brazylii spotyka się niemal na każdym kroku, na drogach, ścieżkach, piaskach, pomiędzy kamieniami oraz przy ścinaniu drzew, koszeniu trawy lub zboża, a nawet w zabudowaniach gospodarczych.",NKJP_1M_1202900114/morph_3-p/morph_3.73-s,
L,na,prep:loc,przyimek,fpm,",",interp,fno,fno,fpm,2,drogach,fno,drogach,subst:pl:loc:f,formarzecz,1,1,2,7,ścieżkach,fno,ścieżkach,subst:pl:loc:f,formarzecz,1,1,2,9,"Żmije w Brazylii spotyka się niemal na każdym kroku, na drogach, ścieżkach, piaskach, pomiędzy kamieniami oraz przy ścinaniu drzew, koszeniu trawy lub zboża, a nawet w zabudowaniach gospodarczych.",NKJP_1M_1202900114/morph_3-p/morph_3.73-s,
L,",",interp,spójnik,fno,oraz,conj,fpm,fno,fno,2,pomiędzy kamieniami,fpm,pomiędzy,prep:inst,przyimek,2,2,7,19,"przy ścinaniu drzew, koszeniu trawy lub zboża",fpm,przy,prep:loc,przyimek,7,8,13,45,"Żmije w Brazylii spotyka się niemal na każdym kroku, na drogach, ścieżkach, piaskach, pomiędzy kamieniami oraz przy ścinaniu drzew, koszeniu trawy lub zboża, a nawet w zabudowaniach gospodarczych.",NKJP_1M_1202900114/morph_3-p/morph_3.73-s,
L,spotyka,fin:sg:ter:imperf,formaczas,fwe,a,conj,fpm,fpm,zdanie,2,"na każdym kroku, na drogach, ścieżkach, piaskach, pomiędzy kamieniami oraz przy ścinaniu drzew, koszeniu trawy lub zboża",fpm,",",interp,spójnik,17,22,34,120,nawet w zabudowaniach gospodarczych,fpm,w,prep:loc:nwok,przyimek,4,4,12,35,"Żmije w Brazylii spotyka się niemal na każdym kroku, na drogach, ścieżkach, piaskach, pomiędzy kamieniami oraz przy ścinaniu drzew, koszeniu trawy lub zboża, a nawet w zabudowaniach gospodarczych.",NKJP_1M_1202900114/morph_3-p/morph_3.73-s,
R,a,conj,spójnik,fpm,",",interp,fpm,fpm,fpm,2,na każdym kroku,fpm,na,prep:loc,przyimek,3,3,5,15,"na drogach, ścieżkach, piaskach, pomiędzy kamieniami oraz przy ścinaniu drzew, koszeniu trawy lub zboża",fpm,na,prep:loc,przyimek,14,18,29,103,"Żmije w Brazylii spotyka się niemal na każdym kroku, na drogach, ścieżkach, piaskach, pomiędzy kamieniami oraz przy ścinaniu drzew, koszeniu trawy lub zboża, a nawet w zabudowaniach gospodarczych.",NKJP_1M_1202900114/morph_3-p/morph_3.73-s,
L,roztworem,subst:sg:inst:m3,formarzecz,fno,i,conj,fno,fno,fno,2,szarego mydła,fno,mydła,subst:sg:gen:n,formarzecz,2,2,5,13,salmiaku,fno,salmiaku,subst:sg:gen:m3,formarzecz,1,1,3,8,Wanny myje się roztworem szarego mydła i salmiaku.,NKJP_1M_1202900114/morph_4-p/morph_4.46-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,"Twierdzi, że nie miał pieniędzy, by leczyć chore zwierzę",zdanie,Twierdzi,fin:sg:ter:imperf,formaczas,9,11,15,56,o oddaniu go do schroniska nie pomyślał,zdanie,pomyślał,praet:sg:m1:perf,formaczas,7,7,13,39,"Twierdzi, że nie miał pieniędzy, by leczyć chore zwierzę, o oddaniu go do schroniska nie pomyślał.",NKJP_1M_1305000000745/morph_1-p/morph_1.53-s,
L,doświadczenie,subst:sg:nom:n,formarzecz,fno,i,conj,fzd,fno,fno,2,", które można opisać",fzd,można,pred,formaczas,4,4,8,20,które zarazem nie podlega absolutnie wątpliwości,fzd,podlega,fin:sg:ter:imperf,formaczas,6,6,17,48,"Czy zdarza się w ogóle takie doświadczenie, które można opisać i które zarazem nie podlega absolutnie wątpliwości?",NKJP_1M_KolakowskiOco/morph_1-p/morph_1.19-s,
0,,,,,ale,conj,zdanie,wypowiedzenie,,2,W teatrze wybucha pożar,zdanie,wybucha,fin:sg:ter:imperf,formaczas,4,4,9,23,"tak się składa, że pierot ogłasza to publiczności",zdanie,składa,fin:sg:ter:imperf,formaczas,8,9,15,49,"W teatrze wybucha pożar, ale tak się składa, że pierot ogłasza to publiczności.",NKJP_1M_KolakowskiOco/morph_2-p/morph_2.32-s,
R,przytomnieli,praet:pl:m1:imperf,formaczas,fwe,oraz,conj,fno,fw,zdanie,2,matka zagryzionej Emilki,fno,matka,subst:sg:nom:f,formarzecz,3,3,9,24,nadzorcy psów,fno,nadzorcy,subst:pl:nom:m1,formarzecz,2,2,4,13,"Do wczorajszego popołudnia nie były znane ani dokładny czas, ani okoliczności wypadku, ponieważ matka zagryzionej Emilki oraz nadzorcy psów przytomnieli w gdyńskiej izbie wytrzeźwień.",NKJP_1M_1305000000646/morph_1-p/morph_1.39-s,
L,były,praet:pl:m3:imperf,formaczas,fwe,"ani..., ani",conj,fno,fw,zdanie,2,dokładny czas,fno,czas,subst:sg:nom:m3,formarzecz,2,2,4,13,okoliczności wypadku,fno,okoliczności,subst:pl:nom:f,formarzecz,2,2,8,20,"Do wczorajszego popołudnia nie były znane ani dokładny czas, ani okoliczności wypadku, ponieważ matka zagryzionej Emilki oraz nadzorcy psów przytomnieli w gdyńskiej izbie wytrzeźwień.",NKJP_1M_1305000000646/morph_1-p/morph_1.39-s,
L,politykom,subst:pl:dat:m1,formarzecz,fno,i,conj,fpt,fno,fno,2,protestanckim,fpt,protestanckim,adj:pl:dat:m1:pos,formaprzym,1,1,4,13,katolickim,fpt,katolickim,adj:pl:dat:m1:pos,formaprzym,1,1,4,10,Zawieszenie ma zapewnić politykom protestanckim i katolickim dodatkowy czas na negocjacje pokojowe.,NKJP_1M_1305000001114/morph_1-p/morph_1.53-s,
L,z,prep:inst:nwok,przyimek,fpm,i,conj,fno,fno,fpm,2,piłkarzami,fno,piłkarzami,subst:pl:inst:m1,formarzecz,1,1,4,10,szkoleniowcami,fno,szkoleniowcami,subst:pl:inst:m1,formarzecz,1,1,5,14,Była też okazja do rozmów z wszystkimi piłkarzami i szkoleniowcami reprezentacji.,NKJP_1M_1305000000328/morph_1-p/morph_1.49-s,
L,A,conj,spójnik,wypowiedzenie,i,conj,fwe,ff,wypowiedzenie,2,pomagałeś,fwe,pomagał~eś,praet:sg:m1:imperf~aglt:sg:sec:imperf:wok,formaczas,1,2,4,9,wytłumaczyłeś pewne rzeczy,fwe,wytłumaczył~eś,praet:sg:m1:perf~aglt:sg:sec:imperf:wok,formaczas,3,4,9,26,A poza tym dużo razy mi pomagałeś i wytłumaczyłeś pewne rzeczy.,NKJP_1M_6203010000245/morph_1-p/morph_1.52-s,
L,wchodzą,fin:pl:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,firmy,fno,firmy,subst:pl:nom:f,formarzecz,1,1,2,5,ludzie powiązani z interesami postkomunistów,fno,ludzie,subst:pl:nom:m1,formarzecz,5,5,17,44,W skład Grupy wchodzą firmy i ludzie powiązani z interesami postkomunistów.,NKJP_1M_1305000001147/morph_1-p/morph_1.27-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,3,Zmodernizowano także część hotelową promu,zdanie,Zmodernizowano,imps:perf,formaczas,5,5,15,41,zainstalowano 6 nowych wejść na pokłady,zdanie,zainstalowano,imps:perf,formaczas,6,6,14,39,"Zmodernizowano także część hotelową promu, wyremontowano siłownię, zainstalowano 6 nowych wejść na pokłady.",NKJP_1M_1305000001485/morph_1-p/morph_1.55-s,
